pole_id,latitude,longitude,desc_addr,luminaire,pole_construction,arm_length,pole_use,cmo_obj_id,led_project,led_status,led_type
12L803,37.33057984,-121.9002057,S AUTUMN ST 55,S4H-400,GALVANIZED,8 FT,UNKNOWN,32614,,Future,
12L805,37.32959941,-121.9001337,S AUTUMN ST 87,S4H-400,UNKNOWN,8 FT,ST LIGHT ONLY,32615,,Future,
12L807,37.334385,-121.8999954,W ST JOHN ST 447,S-L-135,STEEL,8 FT,ST LIGHT ONLY,32616,,Future,
12L858,37.33266804,-121.8988584,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,STEEL,OTHER,ST LIGHT ONLY,32617,,Future,
12L858Y1,37.33266804,-121.8988584,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,STEEL,OTHER,ST LIGHT ONLY,32618,,Future,
12L858Y2,37.3326666,-121.8988545,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,STEEL,OTHER,ST LIGHT ONLY,32619,,Future,
12L858Y3,37.33266804,-121.8988584,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,STEEL,OTHER,UNKNOWN,32620,,Future,
12L858Y4,37.33266804,-121.8988584,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,UNKNOWN,OTHER,ST LIGHT ONLY,32621,,Future,
12L858Y5,37.3326666,-121.8988545,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,UNKNOWN,OTHER,ST LIGHT ONLY,32622,,Future,
12L858Y6,37.33266804,-121.8988584,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,UNKNOWN,OTHER,UNKNOWN,32623,,Future,
12L858Y7,37.3326666,-121.8988545,W SANTA CLARA ST & AUTUMN ST GUADALUPE RIVER,S4H-70,UNKNOWN,OTHER,UNKNOWN,32624,,Future,
12L860,37.32732705,-121.8956287,DELMAS AVE & W SAN CARLOS ST SWC,S4H-310,UNKNOWN,OTHER,UNKNOWN,32625,,Future,
12L861,37.32759981,-121.8956008,DELMAS AVE & W SAN CARLOS ST NEC,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,32626,,Future,
12L863J,37.32823339,-121.8962692,"DELMAS AVE WS 200' SO PARK AVE, SAN JOSE",S4H-310,STANDARD WOOD,6 FT,DISTRIBUTION,32628,,Future,
12L864J,37.32791031,-121.8960339,DELMAS AVE WS 150' NO W SAN CARLOS ST,S4H-310,STANDARD WOOD,10 FT OR 12 FT,DISTRIBUTION,32629,,Future,
12L865J,37.32767893,-121.8958695,DELMAS AVE WS 50' NO W SAN CARLOS ST,S4H-310,STANDARD WOOD,10 FT OR 12 FT,DISTRIBUTION,32630,,Future,
12L866J,37.32627027,-121.8947746,DELMAS AVE 385,S4H-250,STANDARD WOOD,8 FT,DISTRIBUTION,32631,,Future,
12L867,37.32659267,-121.8949378,DELMAS AVE 367 OPP,S4H-310,GALVANIZED,8 FT,ST LIGHT ONLY,32632,,Future,
12L868,37.32688655,-121.8951254,DELMAS AVE 341 OPP,S4H-310,GALVANIZED,8 FT,ST LIGHT ONLY,32633,,Future,
12L869,37.32714696,-121.8953195,DELMAS AVE 319 OPP,S4H-310,GALVANIZED,8 FT,ST LIGHT ONLY,32634,,Future,
12L870,37.32776409,-121.8985355,PARK AVE 465,S4H-250,GALVANIZED,8 FT,ST LIGHT ONLY,32636,,Future,
12L873,37.32780601,-121.8981591,PARK AVENUE,S4H-310,STANDARD WOOD,6 FT,DISTRIBUTION,32637,,Future,
12L875J,37.32507289,-121.8980761,COLUMBIA AVE & JOSEFA ST NWC,S4H-250,STANDARD WOOD,OTHER,DISTRIBUTION,32639,,Future,
12L876J,37.32487997,-121.8984508,COLUMBIA AVE 523,S-L-90,STANDARD WOOD,OTHER,DISTRIBUTION,32640,,Future,
12L88,37.32808708,-121.9010794,S MONTGOMERY ST & OTTERSON ST SWC,S4H-150,STEEL,OTHER,UNKNOWN,32643,,Future,
12L89,37.32678752,-121.9010024,S MONTGOMERYST WS 50' NO PARK AVE,S4H-400,UNKNOWN,8 FT,UNKNOWN,32644,,Future,
12L891,37.33370729,-121.901132,W ST JOHN ST SS 250' WO S AUTUMN ST,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32645,,Future,
12L892,37.33387186,-121.9006929,W ST JOHN ST SS 50' WO S AUYUMN ST,S4H-250,UNKNOWN,OTHER,ST LIGHT ONLY,32646,,Future,
12L893,37.33361701,-121.9004855,N AUTUMN ST WS 100' SO W ST JOHN ST,S4H-250,STEEL,OTHER,UNKNOWN,32647,,Future,
12L894,37.33331799,-121.900461,N AUTUMN ST WS 200' SO W ST JOHN ST,S4H-250,UNKNOWN,8 FT,ST LIGHT ONLY,32648,,Future,
12L895,37.33299941,-121.9003986,N AUTUMN ST WS 400' NO W SANTA CLARA ST,S4H-250,STEEL,OTHER,ST LIGHT ONLY,32649,,Future,
12L896,37.33271571,-121.9003835,N AUTUMN ST WS 300' NO W SANTA CLARA ST,S4H-250,UNKNOWN,8 FT,ST LIGHT ONLY,32650,,Future,
12L897,37.33245882,-121.9003633,N AUTUMN ST WS 75' NO W SANTA CLARA ST,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32651,,Future,
12L9,37.3307598,-121.8889725,W SAN CARLOS ST NS 100' WO S MARKET ST,S4H-250,UNKNOWN,OTHER,ST LIGHT ONLY,32652,,Future,
12L9Y,37.33036003,-121.8897955,W SAN CARLOS ST NS 400' WO S MARKET ST,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,32653,,Future,
12L90Y,37.33301682,-121.8926693,S ALMADEN AVE OPP 96,S4H-250,STEEL,OTHER,ST LIGHT ONLY,32654,,Future,
12L904,37.32994422,-121.8974076,DELMAS AVE ES 150' SO W FERNANDO ST,S4H-150,UNKNOWN,8 FT,ST LIGHT ONLY,32656,,Future,
12L905,37.32961631,-121.8971665,DELMAS AVE OPP LAKEHOUSE AVE,S4H-400,GALVANIZED,8 FT,ST LIGHT ONLY,32657,,Future,
12L906,37.32815887,-121.8973545,SONOMA ST & PARK AVE SEC,S-L-135,GALVANIZED,OTHER,UNKNOWN,32658,,Future,
12L907,37.32779277,-121.8971247,SONOMA ST ES 150' SO PARK AVE,S-L-90,GALVANIZED,8 FT,ST LIGHT ONLY,32659,,Future,
12L908,37.32742995,-121.8968421,SONOMA ST 268,S-L-90,GALVANIZED,8 FT,ST LIGHT ONLY,32660,,Future,
12L910,37.32481075,-121.8949039,MINOR AVE 435,S-L-90,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,32661,,Future,
12L911,37.32514254,-121.8950489,MINOR AVE 428,S-L-90,STEEL,8 FT,ST LIGHT ONLY,32662,,Future,
12L912,37.32547067,-121.895314,MINORAV AVE & AUZERIAS AVE SEC,S-L-90,GALVANIZED,8 FT,ST LIGHT ONLY,32663,,Future,
12L913,37.32559701,-121.8955041,AUZERAIS AVE OPP MINOR AVE,S4H-400,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,32664,,Future,
12L916,37.32682861,-121.8994007,JOSEFA ST & PARK AVE SEC,S-L-135,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,32665,,Future,
12L917,37.3263152,-121.8992942,LORRAINE AVE 504,S-L-135,STEEL,8 FT,ST LIGHT ONLY,32666,,Future,
12L918,37.32609868,-121.8996992,LORRAINE AVE 538,S-L-90,GALVANIZED,8 FT,ST LIGHT ONLY,32667,,Future,
12L919,37.32587659,-121.9000203,LORRAINE AVE,S-L-90,GALVANIZED,8 FT,ST LIGHT ONLY,32668,,Future,
12L920,37.3257258,-121.9002923,LORRAINE AVE 565 OPP,S-L-90,GALVANIZED,8 FT,ST LIGHT ONLY,32669,,Future,
12L921,37.32805463,-121.8981135,PARK AVE 457,S4H-250,STEEL,10 FT OR 12 FT,ST LIGHT ONLY,32670,,Future,
12L922,37.32829236,-121.8984279,GIFFORD AVE WS 50' NO PARK AVE,S-L-90,STANDARD WOOD,10 FT OR 12 FT,DISTRIBUTION,32671,,Future,
12L923,37.32860386,-121.8984474,GIFFORD AVE 163 OPP,S-L-90,GALVANIZED,8 FT,ST LIGHT ONLY,32672,,Future,
12L924,37.32886754,-121.8984795,LAKEHOUSE AVE & GIFFORD AVE SEC,S4H-150,STEEL,8 FT,ST LIGHT ONLY,32673,,Future,
12L925,37.3293246,-121.8987007,GIFFORD AVE 120,S-L-90,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,32674,,Future,
12L93,37.33103352,-121.9000732,S AUTUMN ST 34,S4H-400,UNKNOWN,OTHER,ST LIGHT ONLY,32679,,Future,
12L936,37.32629761,-121.8989639,JOSEFA ST ES 20' SO LORRAINE AVE,S-L-135,GALVANIZED,OTHER,ST LIGHT ONLY,32682,,Future,
12l937,37.32600119,-121.8982989,W SAN CARLOS ST 491,S4H-310,STEEL,OTHER,CUST OWNED,32683,,Future,
12L938,37.32621981,-121.8979167,W SAN CARLOS ST 482 OPP,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32684,,Future,
12L939,37.32637475,-121.8976842,W SAN CARLOS ST 465,S4H-310,STEEL,8 FT,CUST OWNED,32685,,Future,
12L940,37.32660112,-121.8973115,W SAN CARLOS ST 465,S4H-310,STEEL,8 FT,ST LIGHT ONLY,32686,,Future,
12L941,37.32668384,-121.8973569,GIFFORD AVE & W SAN CARLOS ST NWC,S-L-135,GALVANIZED,8 FT,ST LIGHT ONLY,32687,,Future,
12L942,37.32694991,-121.89754,GIFFORD AVE WS 100' NO W SAN CARLOS ST,S-L-135,GALVANIZED,OTHER,ST LIGHT ONLY,32688,,Future,
12L943,37.32718948,-121.897762,GIFFORD AVE 258 OPP,S-L-135,GALVANIZED,OTHER,CUST OWNED,32689,,Future,
12L944,37.32742932,-121.8980032,GIFFORD AVE 240 OPP,S-L-135,GALVANIZED,8 FT,CUST OWNED,32690,,Future,
12L945,37.32760338,-121.8981782,GIFFORD AVE & PARK AVE SWC,S-L-135,GALVANIZED,OTHER,ST LIGHT ONLY,32691,,Future,
12L946,37.32759889,-121.898286,PARK AVE & GIFFORD AVE SWC,S4H-250,GALVANIZED,8 FT,CUST OWNED,32692,,Future,
12L947,37.32748661,-121.8985694,PARK AVE 481 OPP,S4H-310,GALVANIZED,8 FT,CUST OWNED,32693,,Future,
12M948,37.32728279,-121.8883332,S ALMADEN AVE & BALBACH ST NEC,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32694,,Future,
12L948,37.32738083,-121.8990388,PARK AVE 483,S4H-400,GALVANIZED,10 FT OR 12 FT,CUST OWNED,32695,,Future,
12L949,37.32708452,-121.8991031,PARK AVE 3106,S4H-310,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,32696,,Future,
12L950,37.32700436,-121.8892824,S ALMADEN BLVD 488,S4H-400,GALVANIZED,8 FT,ST LIGHT ONLY,32697,,Future,
12L951,37.32721622,-121.8894695,S ALMADEN BLVD 488,S4H-400,STEEL,8 FT,ST LIGHT ONLY,32698,,Future,
12L952,37.32749088,-121.8896727,S ALMADEN BLVD 410,S4H-400,STEEL,8 FT,ST LIGHT ONLY,32699,,Future,
12L968,37.33058364,-121.8978733,DELMAS AVE ES 100' NO W SAN FERNANDO ST,S4H-310,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,32705,,Future,
12L969,37.32897594,-121.9044364,LAUREL GROVE LN & BUSH ST SEC,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32706,,Future,
12L970,37.32907431,-121.9042651,LAUREL GROVE LN 101 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32707,,Future,
12L971,37.32898952,-121.9039756,LAUREL GROVE LN 103,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32708,,Future,
12L972,37.32906955,-121.9037509,LAUREL GROVE LN 103 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32709,,Future,
12L973,37.32876875,-121.9036613,LAUREL GROVE LN 113 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32710,,Future,
12L974,37.32857337,-121.9037715,LAUREL GROVE LN 129,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32711,,Future,
12L975,37.32841864,-121.9036486,LAUREL GROVE LN 145 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32712,,Future,
12L976,37.32825526,-121.9037404,LAUREL GROVE LN 157,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32713,,Future,
12L977,37.32805781,-121.903627,LAUREL GROVE LN 177 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32714,,Future,
12L978,37.32788726,-121.9037234,LAUREL GROVE LN 199,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32715,,Future,
12L979,37.32769321,-121.9035876,LAUREL GROVE LN 223 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32716,,Future,
12L980,37.32755873,-121.9037147,LAUREL GROVE LN 247,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32717,,Future,
12L981,37.32737887,-121.9035742,LAUREL GROVE LN 277 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32718,,Future,
12L982,37.32731598,-121.9037226,LAUREL GROVE LN 277,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32719,,Future,
12L983,37.32728542,-121.9038975,LAUREL GROVE LN 283,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32720,,Future,
12L984,37.32728364,-121.9040942,LAUREL GROVE LN 289,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32721,,Future,
12L985,37.32728178,-121.9042821,LAUREL GROVE LN 295,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32722,,Future,
12L986,37.32727623,-121.904452,LAUREL GROVE LN 301,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32723,,Future,
12L987,37.32727072,-121.9046265,LAUREL GROVE LN 307,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32724,,Future,
12L988,37.327102,-121.9049196,LAUREL GROVE LN WS 50' NO GEORGETOWN PL,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32725,,Future,
12L989,37.32687577,-121.9047842,LAUREL GROVE LN OPP GEORGETOWN PL,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32726,,Future,
12L990,37.32669475,-121.9049076,LAUREL GROVE LN 808,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32727,,Future,
12L991,37.32655767,-121.9047531,LAUREL GROVE LN 804 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32728,,Future,
12L992,37.32638749,-121.9048898,LAUREL GROVE LN & PARK AVE NWC,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32729,,Future,
12L993,37.32765337,-121.8955161,W SAN CARLOS ST & HWY 87 OVERPASS,S4H-70,ALUMINUM,POST TOP,ST LIGHT ONLY,32730,,Future,
12L994,37.32770632,-121.8954433,W SAN CARLOS ST & HWY 87 OVERPASS,S4H-70,ALUMINUM,OTHER,ST LIGHT ONLY,32731,,Future,
12L995,37.32776537,-121.8952026,W SAN CARLOS ST & HWY 87 OVERPASS,S4H-70,ALUMINUM,POST TOP,ST LIGHT ONLY,32732,,Future,
12L996,37.32786,-121.8950764,W SAN CARLOS ST & HWY 87 OVERPASS,S4H-70,ALUMINUM,POST TOP,ST LIGHT ONLY,32733,,Future,
12L997,37.32791282,-121.8949893,W SAN CARLOS ST & HWY 87 OVERPASS,S4H-70,ALUMINUM,OTHER,ST LIGHT ONLY,32734,,Future,
12L998,37.32794247,-121.8948833,W SAN CARLOS ST & HWY 87 OVERPASS,S4H-70,ALUMINUM,OTHER,ST LIGHT ONLY,32735,,Future,
12L999,37.32797204,-121.8947677,W SAN CARLOS ST & HWY 87 OVERPASS,S4H-70,ALUMINUM,POST TOP,ST LIGHT ONLY,32736,,Future,
12LNN5,37.32947282,-121.8955818,HWY 87 NB ON RAMP & PARK AVE NWC,S4H-400,GALVANIZED,10 FT OR 12 FT,ST LIGHT ONLY,32737,,Future,
12LNN6,37.33296871,-121.8880974,S 1ST ST MED @ PASEO DE SAN ANTONIO,S4H-400,STEEL,30 INCHES,ST LIGHT ONLY,32738,,Future,
12LNN7,37.33421714,-121.8890826,S 1ST ST MED @ W SAN FERNANDO ST SS,S4H-400,STEEL,30 INCHES,ST LIGHT ONLY,32739,,Future,
12LNN8,37.32824038,-121.9010963,S MONTGOMERY ST & OTTERSON ST NWC,S-H-150,STANDARD WOOD,4 FT,DISTRIBUTION,32740,,Future,
12LNN9,37.33200372,-121.9031493,THE ALAMEDA NS & SPRR OVERPASS TOP OF,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32741,,Future,
12LNN10,37.33200358,-121.9033483,THE ALAMEDA NS & SPRR OVERPASS TOP OF,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32742,,Future,
12LNN11,37.33203317,-121.9027288,THE ALAMEDA NS & SPRR OVERPASS WALKWAY,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32743,,Future,
12LNN12,37.33201284,-121.9024417,THE ALAMEDA NS & SPRR OVERPASS WALKWAY,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32744,,Future,
12LNN13,37.33197605,-121.9033339,THE ALAMEDA NS & SPRR OVERPASS WALKWAY,S-L-35,NONE,SOFFIT,ST LIGHT ONLY,32745,,Future,
12LNN14,37.33177007,-121.9033419,THE ALAMEDA SS & SPRR OVERPASS TOP OF,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32746,,Future,
12LNN15,37.3317742,-121.9031551,THE ALAMEDA SS & SPRR OVERPASS TOP OF,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32747,,Future,
12LNN16,37.33181056,-121.9024201,THE ALAMEDA SS & SPRR OVERPASS WALKWAY,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32748,,Future,
12LNN17,37.33179168,-121.9027176,THE ALAMEDA SS & SPRR OVERPASS WALKWAY,S4H-100,STEEL,POST TOP,ST LIGHT ONLY,32749,,Future,
12LNN18,37.3318113,-121.9033363,THE ALAMEDA SS & SPRR OVERPASS WALKWAY,S-L-35,NONE,SOFFIT,ST LIGHT ONLY,32750,,Future,
12LNN19,37.32787226,-121.8948158,W SAN CARLOS ST NS & HWY 87 OVERPASS,S4H-100,NONE,SOFFIT,ST LIGHT ONLY,32751,,Future,
12LNN20,37.32776369,-121.8951006,W SAN CARLOS ST NS & HWY 87 OVERPASS,S4H-100,NONE,SOFFIT,ST LIGHT ONLY,32752,,Future,
12LNN21,37.32791363,-121.8947289,W SAN CARLOS ST NS & HWY 87 OVERPASS,S4H-100,NONE,SOFFIT,ST LIGHT ONLY,32753,,Future,
12LNN22,37.3277897,-121.895009,W SAN CARLOS ST NS & HWY 87 OVERPASS,S4H-100,NONE,SOFFIT,ST LIGHT ONLY,32754,,Future,
12LNN23,37.32783102,-121.8949172,W SAN CARLOS ST NS & HWY 87 OVERPASS,S4H-100,NONE,SOFFIT,ST LIGHT ONLY,32755,,Future,
12LNN24,37.32922679,-121.8922405,W SAN CARLOS ST NS 200' WO S ALMADEN BLVD,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32756,,Future,
12LNN25,37.3290554,-121.8925154,W SAN CARLOS ST NS 300' WO S ALMADEN BLVD,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32757,,Future,
12LNN26,37.32973585,-121.8911034,W SAN CARLOS ST NS 50' EO S ALMADEN BLVD,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32758,,Future,
12LNN27,37.33052049,-121.8886842,W SAN CARLOS ST SS 120' WO S MARKET ST,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32759,,Future,
12LNN28,37.33034088,-121.8890624,W SAN CARLOS ST SS 200' WO S MARKET ST,S4H-400,STEEL,8 FT,ST LIGHT ONLY,32760,,Future,
12LNN29,37.33034088,-121.8890624,W SAN CARLOS ST SS 200' WO S MARKET ST,S-M-400,STEEL,8 FT,ST LIGHT ONLY,32761,,Future,
12L10Y,37.32978867,-121.8902288,W SAN CARLOS ST SS 270' EO ALMADEN BLVD,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32762,,Future,
12LNN30,37.32992308,-121.8899228,W SAN CARLOS ST SS 370' EO ALMADEN BLVD,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32763,,Future,
12LNN31,37.32992308,-121.8899228,W SAN CARLOS ST SS 370' EO ALMADEN BLVD,S4H-400,STEEL,OTHER,ST LIGHT ONLY,32764,,Future,
12LNN32,37.33007364,-121.8896196,W SAN CARLOS ST SS 470' EO ALMADEN BLVD,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32765,,Future,
12LNN33,37.33007364,-121.8896196,W SAN CARLOS ST SS 470' EO ALMADEN BLVD,S4H-400,STEEL,8 FT,ST LIGHT ONLY,32766,,Future,
12LNN34,37.3302285,-121.8892848,W SAN CARLOS ST SS 590' EO ALMADEN BLVD,S4H-250,STEEL,8 FT,ST LIGHT ONLY,32767,,Future,
12LNN35,37.33525127,-121.8969149,W ST JOHN ST & HWY 87 OVERPASS,S4H-70,NONE,SOFFIT,ST LIGHT ONLY,32768,,Future,
12L689,37.32840099,-121.894468,WOZ WY ES 100' NO W SAN CARLOS ST,S4H-150,CAST IRON,POST TOP,ST LIGHT ONLY,32771,,Future,
12L690,37.32869817,-121.8946615,WOZ WY ES 300' NO W SAN CARLOS ST,S4H-150,CAST IRON,POST TOP,ST LIGHT ONLY,32772,,Future,
12M100,37.32929085,-121.8761545,S 7TH ST 682 IRO,S-L-90,FIBERGLASS,OTHER,ST LIGHT ONLY,32773,,Future,
12M1000,37.33273646,-121.8763339,E WILLIAM ST & S 9TH ST NEC,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32774,,Future,
12M1001,37.33299714,-121.875768,E WILLIAM ST 444 OPP,S4H-150,STEEL,POST TOP,ST LIGHT ONLY,32775,,Future,
12M101,37.32725496,-121.8811832,S 3RD ST & HWY 280 OVERPASS,S4H-100,NONE,SOFFIT,ST LIGHT ONLY,32782,,Future,
12M1012,37.33075023,-121.8880657,S. MARKET ST 301 OPP SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32783,,Future,
12M1013,37.33060565,-121.8882671,S. MARKET ST 344 OPP SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32784,,Future,
12M1014,37.3306232,-121.88792,S. MARKET ST ST 344 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32785,,Future,
12M1015,37.33028332,-121.8878689,S. MARKET ST WEST SIDE 240' SOUTH OF W.SAN CARLOS ST SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32786,,Future,
12M1016,37.33050614,-121.8877781,S. MARKET ST 344 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32787,,Future,
12M1017,37.3301931,-121.8877561,S. MARKET ST WEST SIDE 300' SOUTH OF W.SAN CARLOS ST SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32788,,Future,
12M1018,37.33032422,-121.8875561,S. MARKET ST EAST SIDE 240' SOUTH OF W.SAN CARLOS ST SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32789,,Future,
12M1019,37.33005932,-121.8875763,S. MARKET ST WEST SIDE 200' NORTH OF W.SAN SALVADOR ST SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32790,,Future,
12M1020,37.33022701,-121.8874289,S. MARKET ST EAST SIDE 300' SOUTH OF W.SAN CARLOS ST SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32791,,Future,
12M1021,37.32996194,-121.8874634,S. MARKET ST WEST SIDE 180' NORTH OF W.SAN SALVADOR ST SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32792,,Future,
12M1023,37.329822,-121.8873211,S. MARKET ST 365 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32793,,Future,
12M1025,37.32969415,-121.8871234,S.MARKET ST 365 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32794,,Future,
12M1026,37.32955121,-121.8866299,S.MARKET ST & W.SAN SALVADOR ST SOUTH EAST CORNER SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32795,,Future,
12M103,37.32737912,-121.8810639,S 3RD ST & HWY 280 OVERPASS,S4H-100,NONE,SOFFIT,ST LIGHT ONLY,32796,,Future,
12M1030,37.32935765,-121.8864239,S.MARKET ST 424 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32797,,Future,
12M1033,37.32876061,-121.8859941,S.MARKET ST 477 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32798,,Future,
12M1034,37.32890903,-121.8858336,452 S. MARKET ST SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32799,,Future,
12M1035,37.32864563,-121.8858643,S.MARKET ST 477,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32800,,Future,
12M1036,37.32880439,-121.8857132,S.MARKET ST 470 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32801,,Future,
12M1037,37.32854813,-121.8857611,S.MARKET ST 483 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32802,,Future,
12M1038,37.32856667,-121.8854251,S.MARKET ST 493 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32803,,Future,
12M1039,37.32835357,-121.8855184,S.MARKET ST 489 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32804,,Future,
12M104,37.32718727,-121.8810494,S 3RD ST & HWY 280 OVERPASS,S4H-100,UNKNOWN,OTHER,ST LIGHT ONLY,32805,,Future,
12M1040,37.32838008,-121.8851926,S.MARKET ST 505 OPP SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32806,,Future,
12M1041,37.32817792,-121.8853186,S.MARKET ST 505 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32807,,Future,
12M1043,37.32808861,-121.8852075,S.MARKET ST 505 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32808,,Future,
12M1044,37.32816605,-121.8849536,S.MARKET ST 523 OPP SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32809,,Future,
12M1045,37.32791848,-121.884951,S.MARKET ST 523 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32810,,Future,
12M1047,37.3278463,-121.884897,S. MARKET ST 531 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32811,,Future,
12M1048,37.32795876,-121.8846924,S. MARKET ST 527 OPP SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32812,,Future,
12M1049,37.32769151,-121.8847117,S.MARKET ST 533 SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32813,,Future,
12M105,37.32693806,-121.8808411,S 3RD ST & HWY 280 OVERPASS,S4H-100,NONE,SOFFIT,UNKNOWN,32814,,Future,
12M1050,37.32789012,-121.8846121,S. MARKET ST 531 OPP SAN JOSE INVENTORY,S4H-70,STEEL,POST TOP,ST LIGHT ONLY,32815,,Future,
